GridCell,lat,long,Dist2Ocean
377.0,28.741531372070312,-95.83416748046875,9784.409815076477
378.0,28.741531372070312,-95.8239974975586,8884.261767429203
379.0,28.741531372070312,-95.8138198852539,8005.734144070805
380.0,28.741531372070312,-95.80364990234375,7158.344612440964
381.0,28.741531372070312,-95.7934799194336,6353.625552818562
382.0,28.741531372070312,-95.7833023071289,5609.437325450919
383.0,28.741531372070312,-95.77313232421875,4954.482175767294
384.0,28.741531372070312,-95.76295471191406,4427.3532346213515
385.0,28.741531372070312,-95.7527847290039,4078.829641687829
386.0,28.741531372070312,-95.74261474609375,3571.752109774784
387.0,28.741531372070312,-95.73243713378906,2804.2624041799313
388.0,28.741531372070312,-95.7222671508789,2213.589970473443
389.0,28.741531372070312,-95.71209716796875,1977.878454231839
390.0,28.741531372070312,-95.70191955566406,1402.0788960133088
391.0,28.741531372070312,-95.6917495727539,988.9270039656336
392.0,28.750457763671875,-96.50558471679688,74756.6474472494
393.0,28.750457763671875,-96.49540710449219,73763.54613071248
394.0,28.750457763671875,-96.48523712158203,72771.2577569846
395.0,28.750457763671875,-96.47505950927734,71778.2960018341
396.0,28.750457763671875,-96.46488952636719,70786.15218164936
397.0,28.750457763671875,-96.45471954345703,69794.08468671674
398.0,28.750457763671875,-96.44454193115234,68801.3522972931
399.0,28.750457763671875,-96.43437194824219,67809.44646908212
400.0,28.750457763671875,-96.4241943359375,66816.88226113946
401.0,28.750457763671875,-96.41402435302734,65825.15126148844
402.0,28.750457763671875,-96.40385437011719,64833.51308428782
403.0,28.750457763671875,-96.3936767578125,63841.227853453245
404.0,28.750457763671875,-96.38350677490234,62849.78743319918
405.0,28.750457763671875,-96.37333679199219,61858.45239122081
406.0,28.750457763671875,-96.3631591796875,60866.48390261341
407.0,28.750457763671875,-96.35298919677734,59875.37423149214
408.0,28.750457763671875,-96.34281158447266,58883.64174330749
409.0,28.750457763671875,-96.3326416015625,57892.77906012567
410.0,28.750457763671875,-96.32247161865234,56902.04887386845
411.0,28.750457763671875,-96.31229400634766,55910.714712580215
412.0,28.750457763671875,-96.3021240234375,54920.26991918067
413.0,28.750457763671875,-96.29194641113281,53929.23606856153
414.0,28.750457763671875,-96.28177642822266,52939.1071443013
415.0,28.750457763671875,-96.2716064453125,51949.14897779897
416.0,28.750457763671875,-96.26142883300781,50958.62859759147
417.0,28.750457763671875,-96.25125885009766,49969.04127668348
418.0,28.750457763671875,-96.2410888671875,48979.65548240252
419.0,28.750457763671875,-96.23091125488281,47989.74119959959
420.0,28.750457763671875,-96.22074127197266,47000.79553887413
421.0,28.750457763671875,-96.21056365966797,46011.34882132077
422.0,28.750457763671875,-96.20039367675781,45022.89980870871
423.0,28.750457763671875,-96.19022369384766,44034.72339277728
424.0,28.750457763671875,-96.18004608154297,43046.09681646429
425.0,28.750457763671875,-96.16987609863281,42058.522228983355
426.0,28.750457763671875,-96.15969848632812,41070.539785375586
427.0,28.750457763671875,-96.14952850341797,40083.654733422474
428.0,28.750457763671875,-96.13935852050781,39097.15274575565
429.0,28.750457763671875,-96.12918090820312,38110.32337598118
430.0,28.750457763671875,-96.11901092529297,37124.67837871102
431.0,28.750457763671875,-96.10884094238281,36139.513577774596
432.0,28.750457763671875,-96.09866333007812,35154.1302346453
433.0,28.750457763671875,-96.08849334716797,34170.049997784525
434.0,28.750457763671875,-96.07831573486328,33185.845972760966
435.0,28.750457763671875,-96.06814575195312,32203.04929743286
436.0,28.750457763671875,-96.05797576904297,31220.98444320723
437.0,28.750457763671875,-96.04779815673828,30238.98616278973
438.0,28.750457763671875,-96.03762817382812,29258.60674098799
439.0,28.750457763671875,-96.02745056152344,28278.466382215276
440.0,28.750457763671875,-96.01728057861328,27300.138588496142
441.0,28.750457763671875,-96.00711059570312,26323.007546338416
442.0,28.750457763671875,-95.99693298339844,25346.479307062607
443.0,28.750457763671875,-95.98676300048828,24372.17740812001
444.0,28.750457763671875,-95.97659301757812,23399.554969320066
445.0,28.750457763671875,-95.96641540527344,22428.102066028623
446.0,28.750457763671875,-95.95624542236328,21459.531750210535
447.0,28.750457763671875,-95.9460678100586,20492.695614385284
448.0,28.750457763671875,-95.93589782714844,19529.40712014248
449.0,28.750457763671875,-95.92572784423828,18569.378563453934
450.0,28.750457763671875,-95.9155502319336,17612.426036307017
451.0,28.750457763671875,-95.90538024902344,16660.63632576766
452.0,28.750457763671875,-95.89520263671875,15713.388896388135
453.0,28.750457763671875,-95.8850326538086,14773.112365826948
454.0,28.750457763671875,-95.87486267089844,13840.36873455041
455.0,28.750457763671875,-95.86468505859375,12916.099470153944
456.0,28.750457763671875,-95.8545150756836,12003.805269887835
457.0,28.750457763671875,-95.84434509277344,11105.567623023133
458.0,28.750457763671875,-95.83416748046875,10224.436955596964
459.0,28.750457763671875,-95.8239974975586,9366.745138110988
460.0,28.750457763671875,-95.8138198852539,8538.078875494059
461.0,28.750457763671875,-95.80364990234375,7749.189927290271
462.0,28.750457763671875,-95.7934799194336,7012.6650918941805
463.0,28.750457763671875,-95.7833023071289,6346.2902973188275
464.0,28.750457763671875,-95.77313232421875,5775.555189019836
465.0,28.750457763671875,-95.76295471191406,5330.287378769043
466.0,28.750457763671875,-95.7527847290039,4954.943374163033
467.0,28.750457763671875,-95.74261474609375,4207.443843986674
468.0,28.750457763671875,-95.73243713378906,3571.925191474662
469.0,28.750457763671875,-95.7222671508789,2982.091784490986
470.0,28.750457763671875,-95.71209716796875,1988.3032533380754
471.0,28.750457763671875,-95.70191955566406,993.7756506959994
472.0,28.750457763671875,-95.67140197753906,989.761411527207
473.0,28.750457763671875,-95.6612319946289,989.755092984571
474.0,28.759376525878906,-96.50558471679688,74825.4530597541
475.0,28.759376525878906,-96.49540710449219,73833.36176219278
476.0,28.759376525878906,-96.48523712158203,72842.10892038018
477.0,28.759376525878906,-96.47505950927734,71850.21084704553
478.0,28.759376525878906,-96.46488952636719,70859.15840613205
479.0,28.759376525878906,-96.45471954345703,69868.21198072232
