#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 02 15 00 30 315  9.3 10.8 99.00 99.00 99.00 999 1011.5  13.9  18.1  10.2 99.0 99.00
2017 02 15 01 00 316  9.1 11.3 99.00 99.00 99.00 999 1011.7  14.0  18.2  10.0 99.0 99.00
2017 02 15 01 30 312  9.7 12.0 99.00 99.00 99.00 999 1011.7  14.2  18.1   9.6 99.0 99.00
2017 02 15 02 00 320  9.7 11.7 99.00 99.00 99.00 999 1012.3  14.1  18.1  10.4 99.0 99.00
2017 02 15 02 30 317 10.6 12.4 99.00 99.00 99.00 999 1012.9  13.7  18.1  10.6 99.0 99.00
2017 02 15 03 00 307 11.2 12.9 99.00 99.00 99.00 999 1013.7  13.1  18.1   9.2 99.0 99.00
2017 02 15 03 30 310 11.7 14.0 99.00 99.00 99.00 999 1013.5  12.7  18.0   8.7 99.0 99.00
2017 02 15 04 00 309 11.5 14.7 99.00 99.00 99.00 999 1014.0  12.5  18.0   8.8 99.0 99.00
2017 02 15 04 30 316 12.1 14.5 99.00 99.00 99.00 999 1013.9  12.2  18.0   8.2 99.0 99.00
2017 02 15 05 00 309 11.8 15.0 99.00 99.00 99.00 999 1014.8  11.8  18.0   7.8 99.0 99.00
2017 02 15 05 30 310 10.6 13.0 99.00 99.00 99.00 999 1015.1  11.6  17.9   6.9 99.0 99.00
2017 02 15 06 00 315 10.1 12.4 99.00 99.00 99.00 999 1014.7  11.6  17.9   7.8 99.0 99.00
2017 02 15 06 30 320 10.2 12.5 99.00 99.00 99.00 999 1014.9  11.3  17.9   6.3 99.0 99.00
2017 02 15 07 00 308 10.4 13.5 99.00 99.00 99.00 999 1015.0  11.2  17.9   6.5 99.0 99.00
2017 02 15 07 30 312 10.8 13.8 99.00 99.00 99.00 999 1014.8  11.0  17.9   6.0 99.0 99.00
2017 02 15 08 00 317  9.6 11.4 99.00 99.00 99.00 999 1014.9  10.8  17.8   5.8 99.0 99.00
2017 02 15 08 30 315  9.6 12.4 99.00 99.00 99.00 999 1014.7  10.8  17.8   5.9 99.0 99.00
2017 02 15 09 00 320  8.6 10.8 99.00 99.00 99.00 999 1015.2  10.9  17.8   6.5 99.0 99.00
2017 02 15 09 30 312  9.2 12.6 99.00 99.00 99.00 999 1015.5  10.6  17.8   6.3 99.0 99.00
2017 02 15 10 00 308  8.3 10.8 99.00 99.00 99.00 999 1015.5  10.5  17.8   5.0 99.0 99.00
2017 02 15 10 30 306  9.4 12.1 99.00 99.00 99.00 999 1016.3  10.3  17.8   5.2 99.0 99.00
2017 02 15 11 00 310  9.7 12.8 99.00 99.00 99.00 999 1017.0   9.9  17.8   4.6 99.0 99.00
2017 02 15 11 30 315  8.7 11.2 99.00 99.00 99.00 999 1017.3   9.6  17.8   4.6 99.0 99.00
2017 02 15 12 00 320  8.7 10.6 99.00 99.00 99.00 999 1017.7   9.6  17.8   5.5 99.0 99.00
2017 02 15 12 30 326  9.5 12.3 99.00 99.00 99.00 999 1017.8   9.4  17.7   3.9 99.0 99.00
2017 02 15 13 00 317  8.5 11.5 99.00 99.00 99.00 999 1018.3   9.2  17.7   3.8 99.0 99.00
2017 02 15 13 30 317  8.0 10.5 99.00 99.00 99.00 999 1019.0   9.1  17.7   4.5 99.0 99.00
2017 02 15 14 00 324  7.7  9.8 99.00 99.00 99.00 999 1018.9   9.0  17.7   4.3 99.0 99.00
2017 02 15 14 30 332  8.7 10.3 99.00 99.00 99.00 999 1018.9   9.1  17.7   4.5 99.0 99.00
2017 02 15 15 00 335  8.7 11.7 99.00 99.00 99.00 999 1019.3   9.6  17.6   4.7 99.0 99.00
2017 02 15 15 30 336  8.4 10.6 99.00 99.00 99.00 999 1019.6   9.8  17.6   4.0 99.0 99.00
2017 02 15 16 00 344  8.5 10.7 99.00 99.00 99.00 999 1019.3  10.0  17.6   5.1 99.0 99.00
2017 02 15 16 30 342  9.0 10.9 99.00 99.00 99.00 999 1019.3  10.2  17.6   4.9 99.0 99.00
2017 02 15 17 00 341  9.3 11.0 99.00 99.00 99.00 999 1019.3  10.4  17.6   5.5 99.0 99.00
2017 02 15 17 30 336  8.3 10.9 99.00 99.00 99.00 999 1019.5  10.4  17.6   5.5 99.0 99.00
2017 02 15 18 00 331  8.9 11.7 99.00 99.00 99.00 999 1019.6  10.7  17.6   6.7 99.0 99.00
2017 02 15 18 30 340  8.9 10.6 99.00 99.00 99.00 999 1019.4  10.7  17.6   5.1 99.0 99.00
2017 02 15 19 00 335  8.4 10.4 99.00 99.00 99.00 999 1019.0  11.2  17.6   6.7 99.0 99.00
2017 02 15 19 30 341  8.2  9.9 99.00 99.00 99.00 999 1018.9  11.6  17.7   5.1 99.0 99.00
2017 02 15 20 00 337  7.7  9.9 99.00 99.00 99.00 999 1018.5  11.9  17.7   5.0 99.0 99.00
2017 02 15 20 30 350  7.4  9.7 99.00 99.00 99.00 999 1018.4  12.6  17.7   5.4 99.0 99.00
2017 02 15 21 00 351  6.6  8.3 99.00 99.00 99.00 999 1018.1  12.8  17.7   5.8 99.0 99.00
2017 02 15 21 30   3  6.6  8.1 99.00 99.00 99.00 999 1017.9  13.3  17.7   5.1 99.0 99.00
2017 02 15 22 00   9  7.1  9.1 99.00 99.00 99.00 999 1018.1  13.7  17.7   7.4 99.0 99.00
2017 02 15 22 30  14  6.8  8.6 99.00 99.00 99.00 999 1017.8  14.0  17.7   7.0 99.0 99.00
2017 02 15 23 00  14  6.3  7.9 99.00 99.00 99.00 999 1018.1  14.2  17.7   6.5 99.0 99.00
2017 02 15 23 30  16  5.8  7.4 99.00 99.00 99.00 999 1018.2  14.3  17.7   6.4 99.0 99.00
2017 02 16 00 00  22  6.0  7.2 99.00 99.00 99.00 999 1018.1  14.1  17.7   6.5 99.0 99.00
2017 02 16 00 30  19  5.0  6.7 99.00 99.00 99.00 999 1018.4  14.0  17.7   7.5 99.0 99.00
2017 02 16 01 00   5  4.2  5.6 99.00 99.00 99.00 999 1018.9  14.4  17.7   6.7 99.0 99.00
2017 02 16 01 30 356  4.2  5.6 99.00 99.00 99.00 999 1019.2  14.6  17.7   5.2 99.0 99.00
2017 02 16 02 00 354  4.3  5.4 99.00 99.00 99.00 999 1019.4  14.9  17.7   5.4 99.0 99.00
2017 02 16 02 30 342  4.5  5.7 99.00 99.00 99.00 999 1019.7  15.1  17.7   3.4 99.0 99.00
2017 02 16 03 00 345  4.5  5.8 99.00 99.00 99.00 999 1020.0  15.2  17.7   4.9 99.0 99.00
2017 02 16 03 30 342  5.2  6.2 99.00 99.00 99.00 999 1020.2  15.2  17.7   3.4 99.0 99.00
2017 02 16 04 00 351  5.0  6.4 99.00 99.00 99.00 999 1020.3  15.0  17.7   4.7 99.0 99.00
2017 02 16 04 30 352  5.0  6.4 99.00 99.00 99.00 999 1020.3  14.9  17.7   4.3 99.0 99.00
2017 02 16 05 00 352  3.9  5.0 99.00 99.00 99.00 999 1020.8  14.7  17.7   5.4 99.0 99.00
2017 02 16 05 30 350  4.1  5.3 99.00 99.00 99.00 999 1021.2  14.7  17.6   5.2 99.0 99.00
2017 02 16 06 00 345  3.8  5.0 99.00 99.00 99.00 999 1021.6  14.7  17.6   4.6 99.0 99.00
2017 02 16 06 30 344  5.3  6.7 99.00 99.00 99.00 999 1021.5  14.6  17.6   2.0 99.0 99.00
2017 02 16 07 00 329  4.2  5.3 99.00 99.00 99.00 999 1021.5  14.0  17.6   3.0 99.0 99.00
2017 02 16 07 30 352  4.4  5.7 99.00 99.00 99.00 999 1021.4  13.7  17.5   3.5 99.0 99.00
2017 02 16 08 00 348  4.5  6.1 99.00 99.00 99.00 999 1020.9  13.5  17.5   4.1 99.0 99.00
2017 02 16 08 30 343  4.3  5.3 99.00 99.00 99.00 999 1020.8  13.3  17.5   4.8 99.0 99.00
2017 02 16 09 00 350  4.8  6.0 99.00 99.00 99.00 999 1020.6  13.3  17.4   5.0 99.0 99.00
2017 02 16 09 30 360  4.4  5.3 99.00 99.00 99.00 999 1020.5  13.1  17.4   3.8 99.0 99.00
2017 02 16 10 00  10  5.3  6.1 99.00 99.00 99.00 999 1020.1  13.1  17.4   5.9 99.0 99.00
2017 02 16 10 30   7  5.3  6.5 99.00 99.00 99.00 999 1020.1  13.0  17.5   5.1 99.0 99.00
2017 02 16 11 00  13  4.7  5.8 99.00 99.00 99.00 999 1020.2  13.0  17.5   5.8 99.0 99.00
2017 02 16 11 30  27  4.8  5.5 99.00 99.00 99.00 999 1020.1  13.1  17.5   4.3 99.0 99.00
2017 02 16 12 00  37  4.4  5.3 99.00 99.00 99.00 999 1020.6  13.1  17.4   2.8 99.0 99.00
2017 02 16 12 30  42  4.0  5.2 99.00 99.00 99.00 999 1020.8  13.0  17.4   4.9 99.0 99.00
2017 02 16 13 00  45  4.1  5.1 99.00 99.00 99.00 999 1021.2  13.1  17.4   4.6 99.0 99.00
2017 02 16 13 30  50  3.1  4.2 99.00 99.00 99.00 999 1021.3  13.3  17.4   5.3 99.0 99.00
2017 02 16 14 00  59  2.6  3.6 99.00 99.00 99.00 999 1021.5  14.0  17.4   5.5 99.0 99.00
2017 02 16 14 30  82  2.2  3.3 99.00 99.00 99.00 999 1021.5  14.7  17.4   5.5 99.0 99.00
2017 02 16 15 00  85  2.2  2.9 99.00 99.00 99.00 999 1021.6  14.5  17.4   5.0 99.0 99.00
2017 02 16 15 30  88  1.4  2.3 99.00 99.00 99.00 999 1021.8  14.9  17.4   4.7 99.0 99.00
2017 02 16 16 00  85  1.5  2.5 99.00 99.00 99.00 999 1021.5  14.9  17.5   6.6 99.0 99.00
2017 02 16 16 30 151  1.1  1.8 99.00 99.00 99.00 999 1021.6  15.0  17.5   5.7 99.0 99.00
2017 02 16 17 00 168  1.7  2.9 99.00 99.00 99.00 999 1021.4  15.0  17.5   4.6 99.0 99.00
2017 02 16 17 30 179  2.0  3.5 99.00 99.00 99.00 999 1021.3  14.8  17.5   4.0 99.0 99.00
2017 02 16 18 00 206  2.2  2.9 99.00 99.00 99.00 999 1020.6  14.9  17.6   4.6 99.0 99.00
2017 02 16 18 30 211  1.9  3.1 99.00 99.00 99.00 999 1020.2  15.0  17.6   4.3 99.0 99.00
2017 02 16 19 00 224  2.1  3.0 99.00 99.00 99.00 999 1019.6  15.1  17.6   4.5 99.0 99.00
2017 02 16 19 30 236  1.8  2.7 99.00 99.00 99.00 999 1019.2  15.1  17.6   4.6 99.0 99.00
2017 02 16 20 00 228  2.1  2.9 99.00 99.00 99.00 999 1018.9  15.3  17.6   4.7 99.0 99.00
2017 02 16 20 30 241  1.1  1.9 99.00 99.00 99.00 999 1018.6  15.5  17.7   5.5 99.0 99.00
2017 02 16 21 00 198  2.2  3.3 99.00 99.00 99.00 999 1018.3  15.6  17.7   6.4 99.0 99.00
2017 02 16 21 30 196  2.9  3.8 99.00 99.00 99.00 999 1018.3  15.6  17.7   5.5 99.0 99.00
2017 02 16 22 00 181  2.9  3.6 99.00 99.00 99.00 999 1017.9  15.8  17.7   5.7 99.0 99.00
2017 02 16 22 30 172  3.8  4.9 99.00 99.00 99.00 999 1017.8  16.0  17.7   7.4 99.0 99.00
2017 02 16 23 00 169  3.6  4.8 99.00 99.00 99.00 999 1017.9  16.2  17.9   6.7 99.0 99.00
2017 02 16 23 30 172  3.3  4.2 99.00 99.00 99.00 999 1018.0  15.8  17.9   7.1 99.0 99.00
2017 02 17 00 30 162  3.9  4.8 99.00 99.00 99.00 999 1017.7  15.3  17.9   7.7 99.0 99.00
2017 02 17 01 00 171  3.4  4.1 99.00 99.00 99.00 999 1017.9  15.4  17.8   8.2 99.0 99.00
2017 02 17 01 30 181  2.6  3.4 99.00 99.00 99.00 999 1018.0  15.5  17.7   7.7 99.0 99.00
2017 02 17 02 00 195  2.7  3.3 99.00 99.00 99.00 999 1018.2  15.5  17.7   8.4 99.0 99.00
2017 02 17 02 30 194  2.5  3.2 99.00 99.00 99.00 999 1018.1  15.5  17.8   8.2 99.0 99.00
2017 02 17 03 00 199  2.8  3.4 99.00 99.00 99.00 999 1018.4  15.6  17.8   8.7 99.0 99.00
2017 02 17 03 30 210  2.7  3.9 99.00 99.00 99.00 999 1018.3  15.6  17.7   9.0 99.0 99.00
2017 02 17 04 00 214  2.8  3.5 99.00 99.00 99.00 999 1018.2  15.6  17.7   8.7 99.0 99.00
2017 02 17 04 30 212  2.4  3.2 99.00 99.00 99.00 999 1018.0  15.6  17.7   8.9 99.0 99.00
2017 02 17 05 00 185  2.4  2.9 99.00 99.00 99.00 999 1017.9  15.6  17.7   8.7 99.0 99.00
2017 02 17 05 30 173  1.8  2.4 99.00 99.00 99.00 999 1017.5  15.6  17.6   9.3 99.0 99.00
2017 02 17 06 00 154  2.3  2.9 99.00 99.00 99.00 999 1017.1  15.7  17.6   9.8 99.0 99.00
2017 02 17 06 30 164  2.8  3.5 99.00 99.00 99.00 999 1017.0  15.9  17.6  10.3 99.0 99.00
2017 02 17 07 00 168  2.9  4.1 99.00 99.00 99.00 999 1016.9  15.9  17.6  10.9 99.0 99.00
2017 02 17 07 30 178  2.9  3.8 99.00 99.00 99.00 999 1016.7  16.1  17.6  10.6 99.0 99.00
2017 02 17 08 00 187  4.6  5.6 99.00 99.00 99.00 999 1016.1  16.5  17.5  11.2 99.0 99.00
2017 02 17 08 30 185  4.3  5.1 99.00 99.00 99.00 999 1015.9  16.7  17.5  11.7 99.0 99.00
2017 02 17 09 00 182  3.5  4.4 99.00 99.00 99.00 999 1015.5  16.7  17.5  11.8 99.0 99.00
2017 02 17 09 30 178  3.5  4.2 99.00 99.00 99.00 999 1015.5  16.6  17.5  12.2 99.0 99.00
2017 02 17 10 00 175  2.8  3.4 99.00 99.00 99.00 999 1015.1  16.6  17.5  12.9 99.0 99.00
2017 02 17 10 30 176  1.6  1.9 99.00 99.00 99.00 999 1015.1  16.5  17.5  13.6 99.0 99.00
2017 02 17 11 00 180  1.7  2.0 99.00 99.00 99.00 999 1015.1  16.5  17.5  13.9 99.0 99.00
2017 02 17 11 30 201  0.8  1.1 99.00 99.00 99.00 999 1014.9  16.5  17.5  14.0 99.0 99.00
2017 02 17 12 00 117  1.4  1.9 99.00 99.00 99.00 999 1015.0  16.5  17.5  14.0 99.0 99.00
2017 02 17 12 30 129  1.4  2.1 99.00 99.00 99.00 999 1015.5  16.3  17.5  14.2 99.0 99.00
2017 02 17 13 00 115  1.4  1.7 99.00 99.00 99.00 999 1015.4  16.4  17.5  14.5 99.0 99.00
2017 02 17 13 30  92  1.3  1.7 99.00 99.00 99.00 999 1015.3  16.4  17.5  14.7 99.0 99.00
2017 02 17 14 00  59  1.7  2.2 99.00 99.00 99.00 999 1015.2  16.7  17.5  15.1 99.0 99.00
2017 02 17 14 30  92  2.2  2.7 99.00 99.00 99.00 999 1015.8  16.5  17.5  15.0 99.0 99.00
2017 02 17 15 00  84  2.3  2.9 99.00 99.00 99.00 999 1015.8  16.6  17.5  14.8 99.0 99.00
2017 02 17 15 30  87  3.9  4.6 99.00 99.00 99.00 999 1015.5  16.7  17.5  14.8 99.0 99.00
2017 02 17 16 00  90  3.6  4.5 99.00 99.00 99.00 999 1015.7  16.5  17.5  14.8 99.0 99.00
2017 02 17 16 30 109  4.3  5.5 99.00 99.00 99.00 999 1015.4  16.6  17.5  15.0 99.0 99.00
2017 02 17 17 00 117  3.9  4.7 99.00 99.00 99.00 999 1014.8  16.5  17.5  15.3 99.0 99.00
2017 02 17 17 30 122  5.7  7.2 99.00 99.00 99.00 999 1014.1  16.7  17.6  15.4 99.0 99.00
2017 02 17 18 00 125  5.7  6.9 99.00 99.00 99.00 999 1013.8  16.6  17.6  15.5 99.0 99.00
2017 02 17 18 30 120  5.7  7.3 99.00 99.00 99.00 999 1012.9  16.2  17.6  15.5 99.0 99.00
2017 02 17 19 00 111  6.1  7.6 99.00 99.00 99.00 999 1012.5  16.1  17.6  15.5 99.0 99.00
2017 02 17 19 30 132  5.4  7.0 99.00 99.00 99.00 999 1011.7  16.3  17.6  15.6 99.0 99.00
2017 02 17 20 00 140  7.2  9.6 99.00 99.00 99.00 999 1011.1  16.8  17.6  15.7 99.0 99.00
2017 02 17 20 30 147  6.5  8.2 99.00 99.00 99.00 999 1011.3  16.8  17.6  15.6 99.0 99.00
2017 02 17 21 00 138  7.8  9.4 99.00 99.00 99.00 999 1009.9  16.8  17.6  15.6 99.0 99.00
2017 02 17 21 30 130  8.5 11.1 99.00 99.00 99.00 999 1009.1  17.1  17.6  15.8 99.0 99.00
2017 02 17 22 00 125  9.3 11.4 99.00 99.00 99.00 999 1008.6  16.7  17.6  15.5 99.0 99.00
2017 02 17 22 30 251  1.8 10.4 99.00 99.00 99.00 999 1010.2  16.8  17.6  15.5 99.0 99.00
2017 02 17 23 00 314  2.5  5.2 99.00 99.00 99.00 999 1010.2  15.7  17.6  15.0 99.0 99.00
2017 02 17 23 30  32  4.5  6.0 99.00 99.00 99.00 999 1010.7  16.0  17.6  14.1 99.0 99.00
2017 02 18 00 30  64  4.9  8.8 99.00 99.00 99.00 999 1010.4  15.2  17.6  14.3 99.0 99.00
2017 02 18 01 00  79  4.0  4.9 99.00 99.00 99.00 999 1010.4  15.6  17.5  14.5 99.0 99.00
2017 02 18 01 30  81  6.6  8.0 99.00 99.00 99.00 999 1010.4  15.7  17.5  14.8 99.0 99.00
2017 02 18 02 00  88  5.9  7.1 99.00 99.00 99.00 999 1010.3  16.0  17.5  14.9 99.0 99.00
2017 02 18 02 30  97  5.8  6.7 99.00 99.00 99.00 999 1010.4  16.2  17.5  15.0 99.0 99.00
2017 02 18 03 00  93  5.3  6.3 99.00 99.00 99.00 999 1010.6  16.4  17.5  15.1 99.0 99.00
2017 02 18 03 30  96  4.5  5.4 99.00 99.00 99.00 999 1010.6  16.4  17.5  15.3 99.0 99.00
2017 02 18 04 00 106  4.6  5.4 99.00 99.00 99.00 999 1010.7  16.4  17.5  15.2 99.0 99.00
2017 02 18 04 30 106  4.3  5.4 99.00 99.00 99.00 999 1010.9  16.6  17.5  15.5 99.0 99.00
2017 02 18 05 00 117  4.3  5.3 99.00 99.00 99.00 999 1010.5  16.8  17.5  15.6 99.0 99.00
2017 02 18 05 30 124  4.6  5.2 99.00 99.00 99.00 999 1010.4  16.9  17.5  15.9 99.0 99.00
2017 02 18 06 00 126  4.8  5.4 99.00 99.00 99.00 999 1010.3  16.9  17.5  16.0 99.0 99.00
2017 02 18 06 30 137  5.5  6.9 99.00 99.00 99.00 999 1010.0  17.0  17.5  15.8 99.0 99.00
2017 02 18 07 00 135  5.7  6.9 99.00 99.00 99.00 999 1009.8  16.9  17.5  15.8 99.0 99.00
2017 02 18 07 30 139  5.2  6.2 99.00 99.00 99.00 999 1009.6  16.8  17.5  15.8 99.0 99.00
2017 02 18 08 00 137  5.9  6.9 99.00 99.00 99.00 999 1009.2  16.9  17.5  16.0 99.0 99.00
2017 02 18 08 30 147  5.2  6.0 99.00 99.00 99.00 999 1009.2  16.9  17.5  16.0 99.0 99.00
2017 02 18 09 00 134  5.0  5.7 99.00 99.00 99.00 999 1009.1  16.9  17.5  16.1 99.0 99.00
2017 02 18 09 30 135  4.6  5.3 99.00 99.00 99.00 999 1009.1  16.9  17.5  16.2 99.0 99.00
2017 02 18 10 00 150  3.5  4.0 99.00 99.00 99.00 999 1009.3  16.9  17.5  16.3 99.0 99.00
2017 02 18 10 30 161  3.1  3.8 99.00 99.00 99.00 999 1009.4  16.8  17.5  16.3 99.0 99.00
2017 02 18 11 00 150  3.4  4.5 99.00 99.00 99.00 999 1009.4  16.8  17.4  16.3 99.0 99.00
2017 02 18 11 30 152  3.4  4.2 99.00 99.00 99.00 999 1009.7  16.8  17.5  16.4 99.0 99.00
2017 02 18 12 00 159  3.8  4.4 99.00 99.00 99.00 999 1009.7  16.9  17.5  16.5 99.0 99.00
2017 02 18 12 30 169  3.9  5.4 99.00 99.00 99.00 999 1009.8  16.9  17.5  16.5 99.0 99.00
2017 02 18 13 00 165  3.5  4.4 99.00 99.00 99.00 999 1010.2  17.3  17.5  16.8 99.0 99.00
2017 02 18 13 30 176  3.3  3.9 99.00 99.00 99.00 999 1010.3  17.3  17.5  16.7 99.0 99.00
2017 02 18 14 00 176  3.4  4.4 99.00 99.00 99.00 999 1010.7  17.6  17.5  17.0 99.0 99.00
2017 02 18 14 30 171  2.6  3.1 99.00 99.00 99.00 999 1010.9  17.6  17.5  16.8 99.0 99.00
2017 02 18 15 00 176  3.0  3.9 99.00 99.00 99.00 999 1011.1  17.9  17.5  17.2 99.0 99.00
2017 02 18 15 30 165  2.0  2.4 99.00 99.00 99.00 999 1011.3  18.0  17.5  17.3 99.0 99.00
2017 02 18 16 00 160  2.0  2.3 99.00 99.00 99.00 999 1011.5  17.9  17.5  17.1 99.0 99.00
2017 02 18 16 30 181  2.0  2.5 99.00 99.00 99.00 999 1011.6  18.1  17.5  17.4 99.0 99.00
2017 02 18 17 00 207  2.7  3.2 99.00 99.00 99.00 999 1011.6  18.7  17.6  17.7 99.0 99.00
2017 02 18 17 30 176  1.5  2.0 99.00 99.00 99.00 999 1011.4  18.2  17.6  17.3 99.0 99.00
2017 02 18 18 00 154  1.4  1.8 99.00 99.00 99.00 999 1011.2  18.6  17.6  17.6 99.0 99.00
2017 02 18 18 30 127  1.5  1.8 99.00 99.00 99.00 999 1010.9  18.9  17.6  17.8 99.0 99.00
2017 02 18 19 00 134  1.1  1.5 99.00 99.00 99.00 999 1010.5  19.2  17.6  18.1 99.0 99.00
2017 02 18 19 30 125  2.6  3.0 99.00 99.00 99.00 999 1010.3  19.4  17.6  18.3 99.0 99.00
2017 02 18 20 00 110  2.0  2.4 99.00 99.00 99.00 999 1010.1  19.2  17.7  18.2 99.0 99.00
2017 02 18 20 30 127  2.4  2.9 99.00 99.00 99.00 999 1009.9  19.7  17.7  18.6 99.0 99.00
2017 02 18 21 00 114  2.0  2.9 99.00 99.00 99.00 999 1009.7  19.5  17.7  18.4 99.0 99.00
2017 02 18 21 30 141  2.2  2.6 99.00 99.00 99.00 999 1009.8  19.6  17.9  18.5 99.0 99.00
2017 02 18 22 00 131  2.7  3.3 99.00 99.00 99.00 999 1009.7  19.5  17.8  18.5 99.0 99.00
2017 02 18 22 30 125  3.1  3.5 99.00 99.00 99.00 999 1009.7  19.6  17.8  18.4 99.0 99.00
2017 02 18 23 00 129  3.1  3.6 99.00 99.00 99.00 999 1009.6  19.1  17.8  18.2 99.0 99.00
2017 02 18 23 30 124  3.6  4.2 99.00 99.00 99.00 999 1009.7  18.6  17.9  18.0 99.0 99.00
2017 02 19 00 00 133  3.9  4.6 99.00 99.00 99.00 999 1009.9  18.4  17.8  18.0 99.0 99.00
2017 02 19 00 30 132  3.8  5.1 99.00 99.00 99.00 999 1010.1  18.3  17.8  17.9 99.0 99.00
2017 02 19 01 00 141  4.0  4.8 99.00 99.00 99.00 999 1010.0  18.5  17.9  18.1 99.0 99.00
2017 02 19 01 30 132  3.3  3.8 99.00 99.00 99.00 999 1010.3  18.0  18.0  17.7 99.0 99.00
2017 02 19 02 00 122  3.3  3.7 99.00 99.00 99.00 999 1010.2  18.0  18.0  17.8 99.0 99.00
2017 02 19 02 30 111  2.8  3.4 99.00 99.00 99.00 999 1010.7  17.9  17.9  17.6 99.0 99.00
2017 02 19 03 00  93  3.0  3.5 99.00 99.00 99.00 999 1010.7  17.7  18.0  17.5 99.0 99.00
2017 02 19 03 30 113  3.9  4.9 99.00 99.00 99.00 999 1010.9  17.8  17.9  17.5 99.0 99.00
2017 02 19 04 00 138  4.2  5.4 99.00 99.00 99.00 999 1011.2  18.2  18.1  18.0 99.0 99.00
2017 02 19 04 30 130  4.6  5.5 99.00 99.00 99.00 999 1011.2  18.2  18.1  18.0 99.0 99.00
2017 02 19 05 00 132  5.2  6.3 99.00 99.00 99.00 999 1011.4  18.2  18.2  18.0 99.0 99.00
2017 02 19 05 30 131  4.3  5.2 99.00 99.00 99.00 999 1011.7  18.0  18.1  17.8 99.0 99.00
2017 02 19 06 00 128  4.2  4.8 99.00 99.00 99.00 999 1011.8  18.0  17.9  17.8 99.0 99.00
2017 02 19 06 30 136  3.6  4.2 99.00 99.00 99.00 999 1012.2  17.9  17.9  17.7 99.0 99.00
2017 02 19 07 00 137  4.0  4.8 99.00 99.00 99.00 999 1011.9  18.1  18.0  17.9 99.0 99.00
2017 02 19 07 30 132  3.6  4.2 99.00 99.00 99.00 999 1011.8  18.0  18.1  17.8 99.0 99.00
2017 02 19 08 00 123  3.9  4.9 99.00 99.00 99.00 999 1011.4  17.9  18.1  17.7 99.0 99.00
2017 02 19 08 30 115  3.9  4.5 99.00 99.00 99.00 999 1011.1  17.9  18.1  17.7 99.0 99.00
2017 02 19 09 00 107  4.0  4.5 99.00 99.00 99.00 999 1011.1  17.8  18.0  17.5 99.0 99.00
2017 02 19 09 30 116  3.5  4.2 99.00 99.00 99.00 999 1011.2  17.9  17.9  17.6 99.0 99.00
2017 02 19 10 00 108  3.1  3.8 99.00 99.00 99.00 999 1011.5  17.8  17.9  17.6 99.0 99.00
2017 02 19 10 30 115  3.3  4.1 99.00 99.00 99.00 999 1011.6  17.8  17.9  17.6 99.0 99.00
2017 02 19 11 00 110  4.0  4.5 99.00 99.00 99.00 999 1011.6  17.9  17.9  17.7 99.0 99.00
2017 02 19 11 30 119  3.7  4.7 99.00 99.00 99.00 999 1012.1  18.2  17.9  18.0 99.0 99.00
2017 02 19 12 00 108  3.2  4.0 99.00 99.00 99.00 999 1012.4  17.9  18.0  17.7 99.0 99.00
2017 02 19 12 30 103  2.2  3.0 99.00 99.00 99.00 999 1013.0  17.9  18.0  17.7 99.0 99.00
2017 02 19 13 00  86  3.4  4.1 99.00 99.00 99.00 999 1013.1  17.7  18.0  17.5 99.0 99.00
2017 02 19 13 30  84  4.1  5.1 99.00 99.00 99.00 999 1013.0  17.6  18.0  17.4 99.0 99.00
2017 02 19 14 00  91  4.5  5.6 99.00 99.00 99.00 999 1013.5  17.7  18.0  17.5 99.0 99.00
2017 02 19 14 30  98  3.5  4.3 99.00 99.00 99.00 999 1014.2  17.9  18.1  17.7 99.0 99.00
2017 02 19 15 00  91  3.8  4.6 99.00 99.00 99.00 999 1014.3  17.8  18.1  17.6 99.0 99.00
2017 02 19 15 30  94  4.0  4.5 99.00 99.00 99.00 999 1014.8  17.8  18.1  17.5 99.0 99.00
2017 02 19 16 00  99  4.3  5.1 99.00 99.00 99.00 999 1014.9  18.0  18.2  17.5 99.0 99.00
2017 02 19 16 30 106  4.8  5.8 99.00 99.00 99.00 999 1014.9  18.3  18.2  17.6 99.0 99.00
2017 02 19 17 00 107  5.3  6.5 99.00 99.00 99.00 999 1014.4  18.6  18.2  17.9 99.0 99.00
2017 02 19 17 30 110  5.2  6.3 99.00 99.00 99.00 999 1014.1  18.7  18.3  18.0 99.0 99.00
2017 02 19 18 00 112  5.0  5.8 99.00 99.00 99.00 999 1014.1  18.8  18.3  18.0 99.0 99.00
2017 02 19 18 30 115  5.0  5.8 99.00 99.00 99.00 999 1013.7  18.9  18.2  18.0 99.0 99.00
2017 02 19 19 00 114  5.5  6.4 99.00 99.00 99.00 999 1013.2  18.9  18.2  18.0 99.0 99.00
2017 02 19 19 30 107  5.2  6.0 99.00 99.00 99.00 999 1012.6  18.7  18.2  18.0 99.0 99.00
2017 02 19 20 00 104  5.2  6.2 99.00 99.00 99.00 999 1012.2  18.7  18.3  18.0 99.0 99.00
2017 02 19 20 30 112  5.9  6.9 99.00 99.00 99.00 999 1011.9  18.9  18.3  18.1 99.0 99.00
