,Days,Angleton Lake Jackson,Conroe,Galveston,Houston,Cleveland,High Island Oil,Houston Executive Airport,Houston Intercontinental Airport,Huntsville,Port Arthur,Robert R Wells,Sabine Oil,Sargent,Texas Point
29,Mar26_15,0.842132568359375,1.693695068359375,-1.0637268066406236,0.441741943359375,nan,nan,nan,1.5069763183593743,0.3534606933593736,0.6183044433593743,1.8673929850260436,0.576507568359375,2.3491638183593757,1.1440856933593757
30,Mar26_18,-0.05122070312500071,1.9726074218750007,-2.1336425781249986,-0.4203613281250007,nan,nan,nan,1.0683105468750007,2.6581542968750007,-0.5156738281249993,1.3588053385416679,-0.221923828125,2.6526855468749986,1.3519042968749986
31,Mar26_21,1.0357849121093743,0.21898803710937642,-2.3052307128906264,0.5537536621093757,nan,nan,nan,0.3775817871093743,1.2912536621093764,0.6596130371093736,2.317555745442707,-0.146636962890625,1.9467224121093736,1.3857849121093757
32,Mar27_00,1.2131774902343757,1.7436462402343764,-0.4516662597656236,0.059661865234375,nan,nan,nan,-0.03643188476562642,1.2702087402343736,1.0995056152343743,1.6892191569010429,0.540130615234375,1.0975524902343743,1.506927490234375
33,Mar27_03,1.1868103027343757,1.6223571777343757,0.6024353027343743,0.6043884277343743,nan,nan,nan,0.4852478027343743,1.0240498860677114,1.5051696777343757,1.7761332194010429,1.095794677734375,0.6196228027343764,1.7235290527343743
34,Mar27_06,1.0109436035156243,3.3375061035156257,0.7296936035156243,0.11055297851562429,nan,nan,nan,0.2101623535156243,2.1445373535156236,1.4918029785156257,2.098443603515623,1.019927978515625,1.0144592285156264,1.3847717285156236
35,Mar27_09,1.3318420410156264,1.85671183268229,0.7482482910156243,0.5919982910156243,nan,nan,nan,0.8580139160156257,0.6619201660156264,1.3599670410156257,2.5147847493489586,1.052154541015625,1.2365295410156243,1.4802795410156264
36,Mar27_12,0.2316162109374993,2.2406005859375,0.0050537109374992895,0.2335693359374993,nan,nan,nan,0.8198974609375007,0.9999755859374986,1.5097412109374986,2.488517252604165,1.1214599609375,0.7402099609374986,1.2683349609375014
37,Mar27_15,2.2007263183593757,1.1667419433593764,-1.3430236816406236,0.9272888183593757,nan,nan,nan,0.8874450683593764,1.9073669433593743,0.326507568359375,2.4551534016927086,0.107757568359375,2.3378356933593736,1.183929443359375
38,Mar27_18,0.2429687499999993,1.5089843750000007,-2.5636718750000007,-0.4332031249999986,nan,nan,nan,0.1335937499999993,2.1187499999999986,0.4968749999999993,1.4842447916666686,-0.85546875,2.3000000000000007,0.8246093750000014
39,Mar27_21,-0.1331604003906257,1.4527770996093743,-2.1597229003906264,0.07973022460937429,nan,nan,nan,-0.08081665039062358,1.4082458496093757,-0.5487854003906243,1.2233500162760436,-0.844879150390625,2.1203552246093764,1.4984802246093736
40,Mar28_00,1.6663635253906257,1.6511291503906236,-0.6293395996093736,0.2819885253906236,nan,nan,nan,-0.2848083496093743,1.7620666503906257,1.3640197753906271,2.5237854003906257,nan,1.6995666503906257,1.3796447753906236
41,Mar28_03,0.2282287597656243,2.3262756347656257,-0.5143493652343736,-0.3823181152343764,nan,nan,nan,-0.01200561523437571,0.6477600097656264,0.741119384765625,2.1678120930989593,nan,0.06065063476562571,0.9516662597656236
42,Mar28_06,-0.12616577148437358,3.557558186848958,-0.4249938964843736,0.09649047851562642,nan,nan,nan,1.4277404785156236,2.0039123535156236,0.7746154785156243,1.404693603515625,nan,0.5261779785156264,1.127349853515625
43,Mar28_09,-0.15418090820312358,3.1016784667968764,-0.5037902832031236,-0.7772277832031236,nan,nan,nan,1.4286315917968757,1.1126159667968736,0.2426940917968743,1.7214701334635407,nan,0.7317565917968736,1.0458190917968757
44,Mar28_12,-0.02048950195312571,2.1912292480468736,0.03810424804687429,-0.8134582519531257,nan,nan,nan,2.500213623046875,1.0576354980468743,1.9021667480468736,1.9903177897135436,nan,0.4400573730468764,0.8642761230468743
45,Mar28_15,1.3271545410156236,3.1955139160156243,-1.162689208984375,0.6474670410156236,nan,nan,nan,1.6755920410156264,1.9927795410156257,-0.33300170898437287,2.6802795410156257,0.048248291015625,2.427154541015625,1.343170166015625
46,Mar28_18,0.6588928222656243,1.1881896972656243,-2.5379821777343743,-0.01298217773437571,nan,nan,nan,1.0827209472656243,2.2272521972656243,-0.201263427734375,1.710845947265625,nan,2.8647521972656236,1.4327209472656257
47,Mar28_21,1.3023498535156257,0.8878967285156243,-1.8398376464843764,0.238677978515625,nan,nan,nan,0.5050842285156243,1.5203186035156264,-0.2132751464843743,1.4160217285156271,nan,2.3328186035156264,1.3136779785156243
48,Mar29_00,1.3015197753906271,1.7593322753906264,-0.21137084960937358,-0.4894958496093764,nan,nan,nan,0.983551025390625,0.8015197753906236,1.0562072753906264,2.140452067057293,nan,1.3718322753906236,1.2343322753906243
49,Mar29_03,0.8284729003906257,1.3398010253906243,0.04253540039062642,-0.4844177246093757,nan,nan,nan,0.24175415039062642,1.0386291503906264,1.0273010253906243,1.2060770670572936,0.585113525390625,0.9546447753906264,1.1206604003906264
50,Mar29_06,1.3575297037760414,1.3580505371093743,0.2275817871093757,0.5021911621093764,nan,nan,nan,0.7209411621093764,0.9980244954427064,0.8795349121093743,1.9916442871093771,nan,1.2252380371093743,1.3236755371093736
51,Mar29_09,0.07946166992187642,-0.2658508300781257,-0.10803833007812358,-0.8873352050781236,nan,nan,nan,-0.9596008300781236,-1.2025695800781264,0.2575866699218743,0.001597086588542851,nan,0.6353210449218736,0.9630554199218757
52,Mar29_12,0.7496358235677114,2.583099365234375,0.3553649902343743,0.4709899902343757,nan,nan,nan,0.7995056152343736,4.148724365234376,1.6991149902343743,1.6000264485677071,nan,1.133880615234375,1.0327087402343764
53,Mar29_15,0.7666564941406264,4.522906494140624,-1.6110778808593764,-0.9216247558593764,nan,nan,nan,0.9975158691406243,3.104677327473958,-1.5376403808593757,4.858062744140625,nan,1.4514221191406236,0.783843994140625
54,Mar29_18,1.0794006347656264,1.9303492954799104,0.21026000976562642,0.700103759765625,nan,nan,nan,2.6891662597656243,-0.4127868652343736,0.174713134765625,0.5481506347656229,nan,1.3208068847656236,0.9555725097656236
55,Mar29_21,0.2702697753906236,-1.8936625162760414,-0.3402770996093736,0.3675354003906257,nan,nan,nan,-0.819183349609375,-0.7516052246093743,1.7480041503906243,1.1732645670572914,nan,1.9257385253906243,1.4358947753906257
56,Mar30_00,-3.2734802246093757,2.2085510253906264,-0.9867614746093736,-1.8199645996093743,nan,nan,nan,0.930816650390625,0.7155822753906236,3.667144775390625,1.1003479003906271,0.352691650390625,0.5737854003906264,0.2761291503906236
57,Mar30_03,1.0200256347656236,1.8468485514322914,-0.3229431152343736,-0.3651306152343743,nan,nan,nan,1.3364318847656236,2.4465881347656264,-0.9104431152343757,4.847369384765624,-0.870208740234375,-0.9264587402343736,-0.6659118652343743
58,Mar30_06,2.2974914550781236,2.1135070800781257,0.3826477050781243,1.4369445800781264,nan,nan,nan,1.688507080078125,3.6158508300781236,0.463897705078125,1.3416320800781243,-1.315399169921875,-0.8712585449218757,-1.2864929199218764
59,Mar30_09,2.7598409016927086,1.3768981933593736,0.9912211100260429,0.541351318359375,nan,nan,nan,1.3683044433593743,0.3925231933593736,1.3097106933593743,0.3214294433593743,0.215179443359375,2.0448669433593736,0.3647888183593757
60,Mar30_12,0.5322692871093757,1.8693786621093746,0.5646911621093764,-0.8157775878906257,nan,nan,nan,0.16937866210937358,1.6393005371093743,3.2021911621093757,1.2536234537760418,nan,2.785003662109375,4.333831787109375
61,Mar30_15,1.4871154785156264,2.0152404785156257,-0.24140014648437358,-0.476165771484375,nan,nan,nan,1.9937561035156257,2.6285217285156257,0.8195373535156243,3.400136311848957,nan,2.5753967285156243,1.5820373535156236
62,Mar30_18,2.0848205566406257,2.6008361816406236,-0.3718200683593764,0.9969299316406257,nan,nan,nan,1.0477111816406257,2.3879455566406236,0.3078674316406236,1.9544820149739586,nan,2.6180236816406257,1.4988830566406257
63,Mar30_21,1.3120666503906264,1.9355041503906243,-0.6293395996093736,-0.184417724609375,nan,nan,nan,0.9741760253906264,2.2987854003906243,0.13237915039062642,1.3558166503906257,1.063629150390625,2.1366760253906243,1.319488525390625
64,Mar31_00,1.4025451660156243,1.6646545410156257,-0.9962829589843736,-0.4689392089843736,0.093170166015625,0.608795166015625,1.151763916015625,0.4806701660156243,2.1252014160156243,0.3830139160156243,0.8804097493489564,nan,1.5763732910156243,1.8384826660156257
65,Mar31_03,3.44000244140625,4.575939941406251,2.08062744140625,-1.8799194335937486,nan,nan,nan,-0.1584350585937493,2.2146118164062507,2.49468994140625,2.540393066406251,nan,-1.1971069335937514,2.7540649414062486
66,Mar31_06,3.8576232910156243,6.827545166015625,3.0310607910156264,-0.5521423339843743,nan,nan,nan,-0.8646423339843743,1.8466857910156236,2.464263916015625,2.073769124348958,nan,-1.4662048339843743,2.3447326660156236
67,Mar31_09,4.943133544921876,5.968133544921875,2.2943054199218764,-0.0033508300781246447,nan,nan,nan,-0.6615539550781246,0.7857116699218754,1.3071960449218754,1.1703470865885421,nan,-1.7357727050781264,1.5384460449218764
68,Mar31_12,3.7406026204427096,4.760394287109374,2.2756286621093764,-0.7747619628906257,nan,nan,nan,0.8486755371093757,-0.806793212890625,3.5768005371093743,0.38448282877604356,nan,-3.127105712890625,1.077972412109375
69,Mar31_15,1.6054260253906243,3.0151916503906264,-1.3226989746093736,0.3339416503906243,nan,nan,nan,0.5081604003906257,2.579254150390625,0.5507385253906243,2.148264567057293,nan,1.5112854003906264,1.6190979003906243
70,Mar31_18,0.7940490722656257,2.2846740722656236,-2.2563415527343764,-0.9172790527343757,nan,nan,nan,0.3389709472656257,3.2784240722656257,-1.2274353027343743,2.4622782389322886,-0.367279052734375,2.958892822265625,1.292877197265625
71,Mar31_21,-0.3446716308593736,0.5752502441406264,-2.0368591308593764,-1.0458435058593736,0.4795471191406264,-4.100921630859375,2.860015869140625,-1.126312255859375,2.2686096191406264,-0.2931091308593743,2.0450419108072886,-1.167327880859375,3.295562744140625,1.7139221191406264
72,Apr01_00,1.3965393066406264,1.2258361816406236,0.03755493164062429,-1.2351013183593764,1.3091695149739557,0.38182576497395715,2.857086181640625,1.2773986816406264,1.0180236816406243,1.2797424316406243,2.64458618164063,nan,1.837554931640625,1.9066955566406243
73,Apr01_03,2.253631591796875,1.2559753417968764,-0.03660278320312571,0.04230346679687358,1.9851420084635407,0.898162841796875,1.116912841796875,-0.2565246582031264,0.2196472167968757,1.7618347167968764,2.031365966796873,nan,0.02941284179687642,1.097381591796875
74,Apr01_06,0.8059143066406236,1.9012268066406257,0.2996643066406257,0.357086181640625,1.921539306640625,0.734039306640625,1.489898681640625,0.10747680664062642,0.11724243164062642,1.5742736816406264,1.7749247233072936,0.948883056640625,-0.3741638183593743,0.855133056640625
75,Apr01_09,0.11054077148437358,1.2956970214843757,0.1472595214843757,0.021087646484375,nan,0.638275146484375,1.298431396484375,1.3328063964843757,0.6257751464843757,-0.06836547851562358,3.421478271484375,0.737884521484375,-0.12695922851562358,0.4398376464843743
76,Apr01_12,-0.05712280273437642,0.6768615722656257,0.04600219726562571,-0.05985717773437571,nan,0.587799072265625,1.042877197265625,1.2335021972656257,-0.04188842773437429,1.3639709472656243,2.024908447265627,nan,-0.5872009277343757,0.6026428222656257
77,Apr01_15,0.198883056640625,1.5262268066406257,-0.7558044433593736,0.4258361816406264,nan,-0.246429443359375,1.318023681640625,0.5258361816406243,2.5012268066406236,0.14653930664062642,1.8349507649739571,nan,1.2336486816406236,1.7094299316406243
78,Apr01_18,1.334136962890625,1.7544494628906264,-2.6810974121093736,-0.7162536621093736,nan,-0.878753662109375,1.949371337890625,1.8071838378906264,2.1314025878906264,-0.2545349121093743,0.9110900878906243,nan,2.0599182128906257,1.7958557128906243
79,Apr01_21,1.767730712890625,-0.03578491210937429,-1.285003662109375,0.02515258789062358,nan,0.312652587890625,1.275543212890625,0.6228088378906236,1.6399963378906257,0.5095275878906236,1.8537984212239564,nan,2.6235900878906264,1.9700744628906257
80,Apr02_00,1.7731506347656243,0.8532287597656243,-0.3073181152343736,0.05596313476562642,nan,0.455963134765625,1.627838134765625,0.9372131347656243,0.8645568847656264,0.3547912597656264,1.9398173014322886,nan,1.959869384765625,1.1719787597656257
81,Apr02_03,1.1408874511718743,1.9151062011718736,nan,-0.6544250488281236,nan,0.392059326171875,0.614715576171875,0.4088562011718757,0.9303405761718757,0.1858093261718743,1.7864603678385436,nan,1.149871826171875,1.140106201171875
82,Apr02_06,1.0755798339843743,1.986907958984375,nan,-0.004888916015623579,nan,nan,nan,1.1619079589843757,0.6642517089843736,0.02675170898437429,1.9582621256510429,nan,0.9896423339843743,0.926361083984375
83,Apr02_09,0.4906555175781264,1.8863586425781236,-0.10114135742187358,-0.4487976074218736,nan,nan,nan,0.9230773925781257,1.2222961425781236,-0.3116882324218757,1.7916971842447929,nan,0.886749267578125,1.0265930175781257
84,Apr02_12,1.4955993652343764,2.079193115234375,-1.9965881347656236,-2.235260009765625,nan,nan,nan,-1.0879943847656257,2.1614847819010414,1.8163024902343743,1.5721618652343743,nan,2.4311462402343764,1.3549743652343764
85,Apr02_15,1.8882222493489564,0.276763916015625,-1.6794860839843757,-0.7392517089843764,nan,nan,nan,-0.5580017089843743,1.438873291015625,0.6099670410156257,-1.3175069173177114,-0.065032958984375,3.352935791015625,0.7177795410156236
86,Apr02_18,2.3786682128906236,4.459136962890625,-0.8596130371093764,0.7220275878906257,2.7474182128906257,nan,-4.156097412109375,0.6842671712239614,4.325152587890624,1.3786682128906236,7.659918212890624,0.627105712890625,3.2544494628906264,1.8540588378906264
87,Apr02_21,2.4595113118489564,-0.8113220214843757,0.543365478515625,0.5425842285156257,nan,nan,0.232818603515625,-1.323822021484375,0.05625610351562571,1.5390686035156236,1.5227925618489593,0.853912353515625,2.8339904785156236,1.7390686035156264
88,Apr03_00,-0.6058532714843778,0.5871154785156243,-2.575775146484375,-1.5128845214843736,1.1183654785156278,-2.017181396484375,nan,nan,1.0015686035156257,-0.9308532714843736,-2.4838480631510436,-2.339447021484375,-0.5456970214843757,-0.9550720214843764
