,Days,Angleton Lake Jackson,Conroe,Galveston,Houston,Cleveland,High Island Oil,Houston Executive Airport,Houston Intercontinental Airport,Huntsville,Port Arthur,Robert R Wells,Sabine Oil,Sargent,Texas Point
0,Mar23_00,1.5040222167968764,0.05558471679687571,-0.9354309082031236,0.22785034179687358,nan,nan,nan,-0.8569152832031257,1.4735534667968757,1.5762878417968764,2.0756368001302086,nan,1.1786315917968757,1.2063659667968736
1,Mar23_03,1.442779541015625,0.4263732910156257,0.09824829101562571,-0.2826110839843743,nan,nan,nan,-0.5716735839843743,0.5236389160156243,2.6834045410156264,0.9983784993489593,nan,-0.2400329589843757,0.931060791015625
2,Mar23_06,1.134765625,2.5398437499999993,-0.1550781249999993,0.07578124999999858,nan,nan,nan,-0.3070312500000014,0.982421875,2.853125000000002,1.8761718750000007,nan,-0.171875,0.9894531250000007
3,Mar23_09,2.7712585449218743,5.060190836588541,0.12125854492187571,0.153289794921875,nan,nan,nan,1.2536804199218743,0.6986022949218764,2.1720397949218757,2.564617919921872,nan,-0.2787414550781264,0.9958679199218743
4,Mar23_12,-0.02095336914062429,2.316937255859374,0.05131225585937571,0.17162475585937642,nan,nan,nan,1.6001403808593757,-0.4650939941406236,2.6251403808593743,1.87644246419271,nan,-1.190093994140625,0.7817810058593757
5,Mar23_15,1.2443481445312514,1.17169189453125,-1.0661987304687486,0.7228637695312514,nan,nan,nan,1.41973876953125,1.4623168945312486,0.6685668945312493,2.4903116861979164,-0.99237060546875,1.2494262695312486,1.05255126953125
6,Mar23_18,1.2169006347656257,1.0836975097656243,-2.1948181152343764,0.7501037597656257,nan,nan,nan,0.7692443847656243,1.8981506347656243,-0.9475524902343757,2.2542704264322886,-0.723724365234375,2.8571350097656243,1.473541259765625
7,Mar23_21,1.3086364746093757,0.061370849609375,-2.2124572753906264,0.5035583496093743,nan,nan,nan,-0.07691040039062358,1.647308349609375,-0.8499572753906257,2.0901468912760386,-0.725738525390625,2.657073974609375,1.8613708496093757
8,Mar24_00,1.0731872558593736,1.2829528808593764,-0.16092732747395644,0.13256225585937642,nan,nan,nan,-0.117828369140625,0.8403747558593757,1.2384216308593743,1.7480570475260429,nan,1.4559997558593736,1.4130310058593736
9,Mar24_03,0.5119750976562507,2.02838134765625,0.3791625976562507,-0.5059936523437507,nan,nan,nan,0.2893188476562507,1.9381469726562486,0.9342407226562486,1.1999959309895836,0.44830322265625,0.49127197265625,1.0787719726562486
10,Mar24_06,0.8651855468750007,1.4356282552083321,0.6542480468750007,0.2187011718750007,nan,nan,nan,0.5198730468749986,1.4308105468750014,0.8616699218749986,2.227294921875,nan,0.789794921875,1.2983886718749993
11,Mar24_09,1.3065612792968757,1.3499206542968736,0.7108581542968757,0.5331237792968757,nan,nan,nan,0.5526550292968757,0.9924987792968736,1.2444519042968736,2.0132019042968743,nan,0.7257019042968764,1.4737487792968764
12,Mar24_12,0.8163269042968757,1.3460144042968736,0.6307800292968757,0.3456237792968757,nan,nan,nan,0.5721862792968757,1.2464050292968736,1.4768737792968736,2.0842956542968736,nan,0.8858581542968764,1.5385925292968743
13,Mar24_15,1.4782653808593764,1.4532653808593743,0.1270935058593743,1.1579528808593764,nan,nan,nan,0.7997497558593736,1.6931091308593729,0.766937255859375,1.8285257975260407,nan,2.0474060058593757,1.6290466308593743
14,Mar24_18,1.4262756347656236,0.3208068847656236,-2.2534118652343764,0.7778381347656236,nan,nan,nan,0.8383850097656236,1.395416259765625,-0.4721618652343764,3.370025634765625,0.354400634765625,2.1465881347656257,1.9465881347656264
15,Mar24_21,1.6856506347656222,0.438385009765625,-1.3295837402343764,0.5001037597656257,nan,nan,nan,1.2700256347656236,-0.8385681152343736,0.18604125976562358,1.3244527180989571,0.381744384765625,2.9665100097656243,2.016510009765625
16,Mar25_00,0.9644714355468764,2.6566589355468757,-0.05896606445312358,0.9664245605468764,nan,nan,nan,0.6031433105468764,0.1898620605468757,1.2617370605468743,0.9851745605468771,1.370330810546875,1.9859558105468764,1.6375183105468736
17,Mar25_03,1.8700744628906243,2.375673421223958,0.8017150878906243,-0.07328491210937216,nan,nan,nan,-0.822113037109375,3.8023661295572886,1.7899963378906243,1.7062723795572907,1.355621337890625,1.9989807128906243,1.970855712890625
18,Mar25_06,0.4590026855468743,1.7476745605468764,0.10744018554687429,-0.5663879394531257,nan,nan,nan,0.4707214355468743,-0.121856689453125,-0.2919348144531213,-0.4426900227864614,1.374237060546875,1.3816589355468736,1.6582214355468743
19,Mar25_09,-1.0845662434895864,-1.4852172851562493,-0.1438110351562507,-1.4449829101562486,nan,nan,nan,-1.3680297851562493,-1.3585766601562526,-1.0654256184895843,-2.2154256184895864,0.52728271484375,0.6393920898437493,0.01907958984374858
20,Mar25_12,1.262542724609375,0.5323343912760414,0.11449584960937642,0.17035522460937713,nan,nan,nan,-0.7987854003906243,1.0316833496093736,-3.4862854003906243,-0.5271708170572929,0.475433349609375,1.3984802246093757,-0.065582275390625
21,Mar25_15,-1.5976745605468743,1.2999816894531264,-3.9199401855468743,-1.4957214355468764,nan,nan,nan,0.8089660644531236,1.8784973144531243,3.0624816894531257,2.539174397786457,1.356231689453125,0.2437316894531243,3.7492004394531264
22,Mar25_18,-2.2743103027343743,1.5085021972656243,-4.673919677734375,-2.3696228027343764,nan,nan,nan,0.6881896972656243,2.7690490722656236,-0.6168884277343736,1.5117574055989564,2.087799072265625,1.0987365722656257,2.3858459472656257
23,Mar25_21,-2.0123046874999986,2.4916015625000014,-3.7943359375000014,-1.6544921875000007,nan,nan,nan,0.00019531250000071054,2.5912109375000014,-1.1384765624999993,1.1257161458333336,-0.9990234375,2.9443359375,0.3673828125000007
24,Mar26_00,0.3994812011718736,1.3889343261718743,-1.0282531738281264,-1.5876281738281257,nan,nan,nan,-0.3329406738281264,1.2014343261718743,2.0236999511718743,0.9503926595052086,0.315887451171875,1.8576843261718743,1.421356201171875
25,Mar26_03,0.060089111328125,6.214776611328125,-0.5016296386718757,-2.2867858886718757,nan,nan,nan,1.1429016113281243,3.6124328613281254,-0.012567138671876421,0.6930318196614564,0.407745361328125,-0.01959838867187358,0.8929016113281243
26,Mar26_06,1.9217321777343734,6.103216552734375,0.3000915527343757,-1.2975646972656243,nan,nan,nan,3.0465759277343754,1.7293884277343743,-0.39470011393229143,-1.0215230305989564,1.037200927734375,0.1575134277343757,1.2524353027343764
27,Mar26_09,-0.3392822265624993,6.035717773437501,0.09938964843749787,0.2851039341517847,nan,nan,nan,-0.3310791015625014,3.9693115234375007,1.8806396484375014,-0.5491780598958336,0.3861083984375,0.2810302734375014,1.3458740234374993
28,Mar26_12,-0.14241333007812784,4.024774169921875,-0.5131164550781229,-0.4545227050781264,nan,nan,nan,0.9743835449218743,-0.8666320800781264,1.8107116699218757,0.37568562825520857,1.407196044921875,-0.2869445800781243,0.831024169921875
